county,drop,drop,drop,GDP,drop,drop,drop,drop,drop,
Lee,"2,711,178","2,810,517","2,844,998",2866902,34,3.7,1.2,0.8,59,
Lenoir,"2,614,458","2,748,251","2,865,936",2785295,36,5.1,4.3,-2.8,87,
Lincoln,"2,923,856","3,100,209","3,252,508",3316791,32,6.0,4.9,2.0,43,
McDowell,"1,946,415","1,870,276","1,970,416",2045572,46,-3.9,5.4,3.8,19,
Macon,"1,636,921","1,608,508","1,709,481",1779085,55,-1.7,6.3,4.1,17,
Madison,"395,320","421,325","429,774",442034,85,6.6,2.0,2.9,33,
Martin,"646,520","657,811","615,724",613839,79,1.7,-6.4,-0.3,68,
Mecklenburg,"120,109,385","127,370,669","131,744,985",139157051,1,6.0,3.4,5.6,4,
Mitchell,"534,713","537,880","498,915",598729,80,0.6,-7.2,20.0,1,
Montgomery,"1,032,040","1,054,687","1,100,883",1135582,69,2.2,4.4,3.2,28,
Moore,"3,754,815","3,881,898","4,206,153",4384297,27,3.4,8.4,4.2,14,
Nash,"4,956,949","5,183,313","5,190,231",5333290,21,4.6,0.1,2.8,35,
New Hanover,"13,615,038","14,757,006","15,306,896",15850617,8,8.4,3.7,3.6,24,
Northampton,"503,504","530,509","526,389",495724,84,5.4,-0.8,-5.8,93,
Onslow,"8,697,170","9,156,444","9,280,585",9506281,12,5.3,1.4,2.4,39,
Orange,"8,792,713","9,322,862","9,745,481",10198377,10,6.0,4.5,4.6,7,
Pamlico,"281,705","298,938","289,744",300047,91,6.1,-3.1,3.6,23,
Pasquotank,"1,529,214","1,596,625","1,642,695",1704637,57,4.4,2.9,3.8,20,
Pender,"1,502,577","1,749,645","1,798,848",1857888,52,16.4,2.8,3.3,26,
Perquimans,"263,816","293,852","296,608",300668,89,11.4,0.9,1.4,49,
Person,"1,480,401","1,508,087","1,514,758",1431325,61,1.9,0.4,-5.5,90,
Pitt,"8,957,371","9,212,531","9,427,166",9691704,11,2.8,2.3,2.8,34,
Polk,"478,370","514,200","529,608",552188,83,7.5,3.0,4.3,13,
Randolph,"4,037,535","4,217,081","4,264,952",4168843,28,4.4,1.1,-2.3,80,
Richmond,"1,854,115","1,869,137","2,023,492",1905624,50,0.8,8.3,-5.8,92,
Robeson,"3,755,211","3,835,381","3,962,558",3869692,30,2.1,3.3,-2.3,81,
Rockingham,"2,769,029","2,798,544","2,870,938",2826221,35,1.1,2.6,-1.6,77,
Rowan,"5,391,334","5,769,531","5,821,166",5968525,20,7.0,0.9,2.5,37,
Rutherford,"1,756,674","1,814,700","1,855,813",1876555,51,3.3,2.3,1.1,54,
Sampson,"1,719,416","1,822,772","2,000,245",1758379,56,6.0,9.7,-12.1,99,
Scotland,"1,105,827","1,156,548","1,192,069",1185054,68,4.6,3.1,-0.6,71,
Stanly,"1,736,600","1,824,729","1,880,762",1959005,48,5.1,3.1,4.2,16,
Stokes,"989,588","1,185,936","1,241,609",1211370,67,19.8,4.7,-2.4,83,
Surry,"2,395,381","2,555,711","2,592,748",2630298,39,6.7,1.4,1.4,48,
Swain,"671,844","700,955","692,647",675069,77,4.3,-1.2,-2.5,85,
Transylvania,"1,724,049","1,721,783","1,778,820",1787759,54,-0.1,3.3,0.5,63,
Tyrrell,"110,764","112,762","101,414",107308,100,1.8,-10.1,5.8,3,
Union,"7,768,093","8,351,101","9,072,361",9493721,13,7.5,8.6,4.6,8,
Vance,"1,176,141","1,265,441","1,243,607",1244886,65,7.6,-1.7,0.1,66,
Wake,"83,277,097","91,447,977","95,846,603",100210397,2,9.8,4.8,4.6,9,
Warren,"298,515","323,630","300,561",296361,92,8.4,-7.1,-1.4,76,
Washington,"258,326","293,599","267,532",269247,93,13.7,-8.9,0.6,61,
Watauga,"2,167,141","2,301,847","2,368,829",2391073,43,6.2,2.9,0.9,57,
Wayne,"4,753,242","4,988,171","5,039,189",4989254,24,4.9,1.0,-1.0,73,
Wilkes,"2,336,866","2,443,997","2,506,083",2440518,41,4.6,2.5,-2.6,86,
Wilson,"3,825,090","3,824,052","3,845,619",3924561,29,0.0,0.6,2.1,42,
Yadkin,"860,938","950,002","952,182",932072,70,10.3,0.2,-2.1,79,
Yancey,"422,639","417,900","413,105",425920,87,-1.1,-1.1,3.1,30,
,,,,,,,,,,
North Dakota,"55,850,615","56,419,213","55,987,999",60348597,--,1.0,-0.8,7.8,--,
Adams,"108,897","100,137","96,039",91021,48,-8.0,-4.1,-5.2,41,
Barnes,"629,933","625,174","647,878",695491,16,-0.8,3.6,7.3,12,
Benson,"248,379","250,693","286,237",277630,28,0.9,14.2,-3.0,37,
Billings,"258,964","171,389","115,388",134560,43,-33.8,-32.7,16.6,6,
Bottineau,"421,369","401,211","471,948",459902,20,-4.8,17.6,-2.6,34,
Bowman,"234,004","223,192","182,706",192039,35,-4.6,-18.1,5.1,17,
Burke,"225,214","189,016","216,027",227925,33,-16.1,14.3,5.5,14,
Burleigh,"5,469,480","5,786,162","5,730,436",5858988,3,5.8,-1.0,2.2,25,
Cass,"12,882,827","13,553,864","13,605,220",14144093,1,5.2,0.4,4.0,19,
Cavalier,"394,094","336,069","424,999",396021,23,-14.7,26.5,-6.8,44,
Dickey,"307,535","309,051","354,184",422126,22,0.5,14.6,19.2,5,
Divide,"192,664","172,544","164,395",191408,36,-10.4,-4.7,16.4,7,
Dunn,"1,277,184","1,310,426","1,136,678",1744629,9,2.6,-13.3,53.5,1,
Eddy,"124,597","114,546","127,735",134260,44,-8.1,11.5,5.1,16,
Emmons,"189,650","201,823","215,323",162322,41,6.4,6.7,-24.6,52,
Foster,"253,412","269,293","271,692",269906,29,6.3,0.9,-0.7,30,
Golden Valley,"74,371","81,804","69,692",65370,51,10.0,-14.8,-6.2,43,
Grand Forks,"3,953,532","3,987,671","4,031,267",4126070,4,0.9,1.1,2.4,24,
Grant,"108,404","97,699","90,761",70056,49,-9.9,-7.1,-22.8,49,
Griggs,"143,486","153,198","160,563",165875,40,6.8,4.8,3.3,20,
Hettinger,"114,325","85,033","98,404",69139,50,-25.6,15.7,-29.7,53,
Kidder,"131,206","143,044","132,138",136115,42,9.0,-7.6,3.0,22,
LaMoure,"256,071","234,736","267,473",305672,26,-8.3,13.9,14.3,9,
Logan,"101,657","111,707","114,725",112823,47,9.9,2.7,-1.7,33,
McHenry,"265,749","293,932","268,884",269230,30,10.6,-8.5,0.1,27,
McIntosh,"150,252","166,004","141,495",121642,46,10.5,-14.8,-14.0,48,
McKenzie,"3,569,360","3,388,620","2,682,608",3421868,6,-5.1,-20.8,27.6,2,
McLean,"797,225","850,007","770,079",709054,15,6.6,-9.4,-7.9,47,
Mercer,"969,223","874,168","865,432",889289,14,-9.8,-1.0,2.8,23,
Morton,"1,465,612","1,450,158","1,372,095",1362876,11,-1.1,-5.4,-0.7,31,
Mountrail,"1,782,204","1,827,983","1,480,854",1774863,8,2.6,-19.0,19.9,4,
Nelson,"148,462","133,387","172,065",166976,39,-10.2,29.0,-3.0,36,
Oliver,"263,228","239,825","222,459",229522,32,-8.9,-7.2,3.2,21,
Pembina,"473,882","490,782","505,224",488956,19,3.6,2.9,-3.2,38,
Pierce,"223,456","254,300","249,549",234834,31,13.8,-1.9,-5.9,42,
Ramsey,"604,314","604,350","667,200",666577,17,0.0,10.4,-0.1,28,
Ransom,"243,414","263,373","285,501",325710,25,8.2,8.4,14.1,10,
Renville,"172,916","136,931","192,379",178870,37,-20.8,40.5,-7.0,46,
Richland,"735,962","896,126","897,502",1037860,13,21.8,0.2,15.6,8,
Rolette,"385,021","372,415","395,338",392317,24,-3.3,6.2,-0.8,32,
Sargent,"745,475","928,234","996,451",1086826,12,24.5,7.3,9.1,11,
Sheridan,"57,343","75,327","82,533",62984,52,31.4,9.6,-23.7,51,
Sioux,"137,975","117,566","124,105",123479,45,-14.8,5.6,-0.5,29,
Slope,"38,400","28,461","22,306",17070,53,-25.9,-21.6,-23.5,50,
Stark,"2,637,490","2,532,377","2,662,566",2835524,7,-4.0,5.1,6.5,13,
Steele,"157,092","144,638","168,258",175438,38,-7.9,16.3,4.3,18,
Stutsman,"1,205,481","1,241,080","1,319,703",1387801,10,3.0,6.3,5.2,15,
Towner,"191,826","147,884","224,003",212631,34,-22.9,51.5,-5.1,40,
Traill,"445,099","431,814","462,015",450051,21,-3.0,7.0,-2.6,35,
Walsh,"603,121","577,136","605,293",575843,18,-4.3,4.9,-4.9,39,
Ward,"3,864,224","3,757,598","3,816,861",3837862,5,-2.8,1.6,0.6,26,
Wells,"277,906","270,928","321,128",298869,27,-2.5,18.5,-6.9,45,
Williams,"4,948,733","4,796,411","5,214,996",6440503,2,-3.1,8.7,23.5,3,
,,,,,,,,,,
Ohio,"655,243,295","690,478,931","695,257,898",709816649,--,5.4,0.7,2.1,--,
Adams,"720,009","765,514","718,137",754484,80,6.3,-6.2,5.1,21,
Allen,"7,671,608","8,775,765","8,835,880",9016944,15,14.4,0.7,2.0,47,
Ashland,"1,791,049","1,850,131","1,828,008",1846544,60,3.3,-1.2,1.0,62,
Ashtabula,"3,059,453","3,192,343","3,268,950",3301448,36,4.3,2.4,1.0,63,
Athens,"2,036,815","2,032,918","2,073,538",2093540,56,-0.2,2.0,1.0,65,
Auglaize,"2,182,481","2,558,603","2,548,033",2650393,44,17.2,-0.4,4.0,26,
Belmont,"3,291,221","2,930,890","2,397,773",2801859,41,-10.9,-18.2,16.9,6,
Brown,"834,568","898,794","905,062",912270,79,7.7,0.7,0.8,67,
Butler,"21,172,811","21,894,711","21,865,297",22330118,7,3.4,-0.1,2.1,46,
Carroll,"1,153,186","1,079,888","1,098,678",1567511,64,-6.4,1.7,42.7,2,
Champaign,"1,207,735","1,252,506","1,233,762",1226813,71,3.7,-1.5,-0.6,79,
Clark,"4,470,864","4,675,402","4,731,761",4742358,25,4.6,1.2,0.2,72,
Clermont,"8,738,593","8,521,312","7,827,983",7790678,19,-2.5,-8.1,-0.5,78,
Clinton,"2,244,472","2,411,118","2,394,985",2424464,47,7.4,-0.7,1.2,58,
Columbiana,"2,994,895","3,188,957","3,472,720",3741820,34,6.5,8.9,7.7,13,
Coshocton,"1,208,172","1,195,972","1,214,837",1308033,68,-1.0,1.6,7.7,14,
Crawford,"1,289,893","1,396,825","1,329,078",1339117,67,8.3,-4.9,0.8,68,
Cuyahoga,"96,178,755","101,258,606","104,557,644",104356340,2,5.3,3.3,-0.2,76,
Darke,"2,000,826","2,146,207","2,127,907",2262341,50,7.3,-0.9,6.3,16,
Defiance,"1,576,127","1,667,601","1,717,893",1736852,61,5.8,3.0,1.1,61,
Delaware,"12,765,369","13,765,001","14,274,935",14702746,9,7.8,3.7,3.0,37,
Erie,"3,648,707","4,107,732","4,093,931",4255477,30,12.6,-0.3,3.9,27,
Fairfield,"4,582,588","4,902,647","4,945,738",5029499,24,7.0,0.9,1.7,53,
Fayette,"1,666,245","1,689,716","1,636,308",1619957,63,1.4,-3.2,-1.0,81,
Franklin,"99,493,528","106,440,681","107,570,812",109281419,1,7.0,1.1,1.6,55,
Fulton,"2,025,835","2,052,622","2,086,716",2099643,55,1.3,1.7,0.6,69,
Gallia,"2,015,098","2,025,029","1,880,309",2142044,52,0.5,-7.1,13.9,7,
Geauga,"4,084,613","4,482,216","4,195,488",4358286,29,9.7,-6.4,3.9,28,
Greene,"10,220,441","10,787,226","10,772,166",11225906,12,5.5,-0.1,4.2,22,
Guernsey,"2,159,237","2,084,725","1,931,415",2826208,40,-3.5,-7.4,46.3,1,
Hamilton,"78,513,548","81,354,846","83,582,586",84987740,3,3.6,2.7,1.7,54,
Hancock,"5,223,099","5,437,365","5,635,373",5418098,23,4.1,3.6,-3.9,88,
Hardin,"860,038","928,705","949,569",1006758,77,8.0,2.2,6.0,17,
Harrison,"1,062,902","929,037","805,376",1098560,75,-12.6,-13.3,36.4,3,
Henry,"1,402,449","1,407,425","1,259,141",1243105,70,0.4,-10.5,-1.3,83,
Highland,"1,340,960","1,366,352","1,325,394",1349985,65,1.9,-3.0,1.9,51,
Hocking,"611,881","629,535","628,199",634274,83,2.9,-0.2,1.0,64,
Holmes,"2,470,009","2,555,648","2,548,756",2626738,45,3.5,-0.3,3.1,35,
Huron,"2,244,735","2,328,313","2,262,901",2297653,48,3.7,-2.8,1.5,56,
Jackson,"1,032,877","1,018,179","993,084",1016651,76,-1.4,-2.5,2.4,43,
Jefferson,"3,973,494","3,973,670","3,720,546",4181557,31,0.0,-6.4,12.4,8,
Knox,"2,012,202","2,111,655","2,151,644",2262632,49,4.9,1.9,5.2,19,
Lake,"11,295,907","11,749,654","11,720,868",12198837,11,4.0,-0.2,4.1,25,
Lawrence,"1,767,776","1,812,847","1,768,592",1935329,59,2.5,-2.4,9.4,12,
Licking,"7,194,069","7,780,233","7,796,977",8043324,17,8.1,0.2,3.2,33,
Logan,"1,880,512","2,053,630","2,104,569",2102029,54,9.2,2.5,-0.1,75,
Lorain,"10,398,000","11,072,445","11,051,315",11177496,13,6.5,-0.2,1.1,59,
Lucas,"23,534,061","25,809,100","25,611,953",26121534,6,9.7,-0.8,2.0,48,
Madison,"1,897,494","2,058,215","2,063,290",2168679,51,8.5,0.2,5.1,20,
Mahoning,"9,027,129","9,372,429","9,274,566",9377665,14,3.8,-1.0,1.1,60,
Marion,"2,596,223","2,706,681","2,664,394",2663438,43,4.3,-1.6,0.0,74,
Medina,"7,198,696","7,698,798","7,655,024",7850418,18,6.9,-0.6,2.6,38,
Meigs,"408,638","388,141","380,413",393956,87,-5.0,-2.0,3.6,29,
Mercer,"2,199,726","2,302,822","2,365,285",2612684,46,4.7,2.7,10.5,10,
Miami,"4,326,226","4,555,992","4,666,248",4737261,26,5.3,2.4,1.5,57,
Monroe,"1,267,804","978,826","804,248",1003892,78,-22.8,-17.8,24.8,4,
Montgomery,"29,400,670","30,367,307","30,557,389",31077701,5,3.3,0.6,1.7,52,
Morgan,"340,509","384,114","375,044",375642,88,12.8,-2.4,0.2,73,
Morrow,"654,755","674,730","662,752",679024,82,3.1,-1.8,2.5,40,
Muskingum,"3,716,193","3,892,079","3,931,739",4092844,32,4.7,1.0,4.1,24,
Noble,"416,882","390,798","377,440",420509,86,-6.3,-3.4,11.4,9,
Ottawa,"1,974,043","2,061,695","1,943,689",2131971,53,4.4,-5.7,9.7,11,
Paulding,"571,561","605,482","582,640",620908,84,5.9,-3.8,6.6,15,
Perry,"719,322","714,583","706,445",728029,81,-0.7,-1.1,3.1,36,
Pickaway,"1,847,335","2,005,095","2,026,853",2076724,57,8.5,1.1,2.5,39,
Pike,"1,070,008","1,101,116","1,131,041",1117101,73,2.9,2.7,-1.2,82,
Portage,"6,266,893","6,476,450","6,526,594",6795220,22,3.3,0.8,4.1,23,
Preble,"1,139,653","1,268,835","1,245,203",1205610,72,11.3,-1.9,-3.2,87,
Putnam,"1,229,145","1,316,808","1,304,896",1301052,69,7.1,-0.9,-0.3,77,
Richland,"4,393,186","4,587,864","4,598,035",4709913,27,4.4,0.2,2.4,42,
Ross,"2,821,982","2,980,087","3,031,461",3100494,38,5.6,1.7,2.3,44,
Sandusky,"2,735,321","3,037,547","2,989,016",2937073,39,11.0,-1.6,-1.7,84,
Scioto,"2,453,208","2,684,351","2,679,512",2772265,42,9.4,-0.2,3.5,30,
Seneca,"1,972,141","2,119,537","2,044,935",2054137,58,7.5,-3.5,0.5,70,
Shelby,"3,096,987","3,315,956","3,319,285",3256839,37,7.1,0.1,-1.9,85,
Stark,"15,994,269","17,206,463","17,204,281",17585061,8,7.6,0.0,2.2,45,
Summit,"29,862,170","31,227,473","31,145,775",31278235,4,4.6,-0.3,0.4,71,
Trumbull,"6,631,567","6,909,893","6,972,046",7187843,20,4.2,0.9,3.1,34,
Tuscarawas,"3,696,176","3,858,987","3,735,759",3855062,33,4.4,-3.2,3.2,32,
Union,"4,403,193","4,641,987","4,787,654",4679856,28,5.4,3.1,-2.3,86,
Van Wert,"1,229,752","1,297,410","1,338,809",1349499,66,5.5,3.2,0.8,66,
Vinton,"288,689","306,834","360,052",442589,85,6.3,17.3,22.9,5,
Warren,"12,336,491","13,892,393","14,006,465",14284439,10,12.6,0.8,2.0,49,
Washington,"3,435,157","3,551,909","3,531,778",3735892,35,3.4,-0.6,5.8,18,
Wayne,"6,363,686","6,620,493","6,593,964",6804587,21,4.0,-0.4,3.2,31,
Williams,"1,702,044","1,755,848","1,728,056",1716337,62,3.2,-1.6,-0.7,80,
Wood,"7,257,002","7,840,827","8,011,991",8162159,16,8.0,2.2,1.9,50,
Wyandot,"1,041,187","1,088,669","1,073,459",1099727,74,4.6,-1.4,2.4,41,
,,,,,,,,,,
Oklahoma,"191,560,857","194,132,785","193,940,473",207923341,--,1.3,-0.1,7.2,--,
Adair,"395,223","433,663","445,305",436259,55,9.7,2.7,-2.0,74,
Alfalfa,"461,427","394,111","333,510",394683,57,-14.6,-15.4,18.3,13,
Atoka,"370,282","354,289","340,853",350190,63,-4.3,-3.8,2.7,58,
Beaver,"378,760","424,235","400,711",437773,54,12.0,-5.5,9.2,33,
Beckham,"947,484","944,116","932,874",1065562,35,-0.4,-1.2,14.2,24,
Blaine,"1,664,549","1,267,135","1,237,859",1574103,26,-23.9,-2.3,27.2,5,
Bryan,"1,782,021","1,830,467","1,959,713",2057724,20,2.7,7.1,5.0,43,
Caddo,"958,890","954,201","913,957",1045101,36,-0.5,-4.2,14.3,23,
Canadian,"5,708,978","5,786,641","5,995,676",6930508,4,1.4,3.6,15.6,21,
Carter,"2,674,239","2,596,901","2,533,629",3029955,11,-2.9,-2.4,19.6,11,
Cherokee,"1,288,523","1,374,290","1,400,113",1429338,28,6.7,1.9,2.1,64,
Choctaw,"347,837","407,288","402,326",425826,56,17.1,-1.2,5.8,42,
Cimarron,"181,153","177,818","181,712",259069,67,-1.8,2.2,42.6,2,
Cleveland,"8,654,502","9,110,974","9,348,672",9696907,3,5.3,2.6,3.7,53,
Coal,"303,359","291,221","256,885",281850,66,-4.0,-11.8,9.7,32,
Comanche,"4,994,671","5,207,593","5,168,704",5258949,5,4.3,-0.7,1.7,67,
Cotton,"142,266","142,199","162,233",169506,73,0.0,14.1,4.5,45,
Craig,"438,270","437,866","444,144",465278,53,-0.1,1.4,4.8,44,
Creek,"1,953,529","2,058,713","1,980,079",2153096,18,5.4,-3.8,8.7,35,
Custer,"1,518,378","1,502,052","1,533,849",1707889,25,-1.1,2.1,11.3,27,
Delaware,"833,870","893,210","1,004,743",1028925,37,7.1,12.5,2.4,62,
Dewey,"624,230","576,178","598,892",742089,45,-7.7,3.9,23.9,6,
Ellis,"588,129","498,177","503,210",863228,40,-15.3,1.0,71.5,1,
Garfield,"2,678,999","2,950,916","2,892,301",3088603,9,10.1,-2.0,6.8,40,
Garvin,"1,841,576","1,726,956","1,559,661",1836216,24,-6.2,-9.7,17.7,14,
Grady,"3,002,719","2,857,652","3,281,442",4009684,6,-4.8,14.8,22.2,8,
Grant,"290,364","279,832","272,139",302953,64,-3.6,-2.7,11.3,29,
Greer,"94,704","90,855","99,860",105825,77,-4.1,9.9,6.0,41,
Harmon,"76,012","76,708","95,401",107354,76,0.9,24.4,12.5,26,
Harper,"210,853","196,192","192,136",232575,70,-7.0,-2.1,21.0,9,
Haskell,"322,117","344,171","348,974",364524,61,6.8,1.4,4.5,46,
Hughes,"730,460","821,480","690,059",688541,46,12.5,-16.0,-0.2,73,
Jackson,"1,056,806","1,101,465","1,165,304",1183034,32,4.2,5.8,1.5,68,
Jefferson,"123,320","104,694","118,108",128845,75,-15.1,12.8,9.1,34,
Johnston,"466,237","449,573","480,965",544868,52,-3.6,7.0,13.3,25,
Kay,"1,791,597","1,863,576","1,869,539",1882932,23,4.0,0.3,0.7,70,
Kingfisher,"2,912,209","2,327,061","2,534,870",2945349,12,-20.1,8.9,16.2,17,
Kiowa,"247,259","240,929","247,175",225878,71,-2.6,2.6,-8.6,76,
Latimer,"320,112","303,093","280,100",288018,65,-5.3,-7.6,2.8,57,
Le Flore,"1,304,964","1,329,090","1,385,389",1386875,29,1.8,4.2,0.1,72,
Lincoln,"846,849","863,740","759,142",785807,42,2.0,-12.1,3.5,54,
Logan,"867,275","883,145","891,854",963342,38,1.8,1.0,8.0,37,
Love,"620,658","607,976","653,242",756985,44,-2.0,7.4,15.9,20,
McClain,"1,600,232","1,506,072","1,512,077",2034730,21,-5.9,0.4,34.6,3,
McCurtain,"1,077,037","1,205,703","1,274,799",1309248,30,11.9,5.7,2.7,59,
McIntosh,"394,509","387,779","378,760",381272,58,-1.7,-2.3,0.7,71,
Major,"509,412","451,730","433,306",568626,51,-11.3,-4.1,31.2,4,
Marshall,"519,108","524,738","549,336",592068,49,1.1,4.7,7.8,39,
Mayes,"1,918,011","1,895,062","1,971,762",2187525,17,-1.2,4.0,10.9,30,
Murray,"499,143","481,298","509,446",583952,50,-3.6,5.8,14.6,22,
Muskogee,"2,747,530","2,787,119","2,817,199",2854516,13,1.4,1.1,1.3,69,
Noble,"628,784","641,775","623,443",610129,48,2.1,-2.9,-2.1,75,
Nowata,"185,421","185,808","201,338",218535,72,0.2,8.4,8.5,36,
Okfuskee,"233,296","235,981","218,219",241215,69,1.2,-7.5,10.5,31,
Oklahoma,"55,375,412","55,601,753","54,285,021",56681593,1,0.4,-2.4,4.4,48,
Okmulgee,"859,587","823,614","869,598",897040,39,-4.2,5.6,3.2,56,
Osage,"909,603","987,194","923,987",1109809,34,8.5,-6.4,20.1,10,
Ottawa,"1,015,096","1,077,167","1,092,655",1122153,33,6.1,1.4,2.7,60,
Pawnee,"346,830","354,053","343,072",370013,60,2.1,-3.1,7.9,38,
Payne,"3,202,116","3,300,369","3,406,515",3546777,7,3.1,3.2,4.1,50,
Pittsburg,"1,975,110","1,903,136","2,013,568",2097353,19,-3.6,5.8,4.2,49,
Pontotoc,"2,000,647","2,058,216","2,103,386",2196596,16,2.9,2.2,4.4,47,
Pottawatomie,"2,181,131","2,492,767","2,179,747",2221211,15,14.3,-12.6,1.9,66,
Pushmataha,"242,775","260,366","245,557",251178,68,7.2,-5.7,2.3,63,
Roger Mills,"396,424","353,495","320,778",372242,59,-10.8,-9.3,16.0,18,
Rogers,"3,323,728","3,358,617","3,402,182",3485200,8,1.0,1.3,2.4,61,
Seminole,"778,769","758,021","728,126",843897,41,-2.7,-3.9,15.9,19,
Sequoyah,"750,561","773,500","743,318",757662,43,3.1,-3.9,1.9,65,
Stephens,"2,010,453","2,041,247","1,959,521",2416745,14,1.5,-4.0,23.3,7,
Texas,"1,761,536","2,005,377","1,699,413",2000116,22,13.8,-15.3,17.7,15,
Tillman,"163,339","173,338","172,569",152106,74,6.1,-0.4,-11.9,77,
Tulsa,"40,431,900","42,216,418","42,802,509",44433905,2,4.4,1.4,3.8,52,
Wagoner,"1,396,454","1,329,777","1,305,081",1452948,27,-4.8,-1.9,11.3,28,
Washington,"2,849,021","2,555,217","2,614,693",3066801,10,-10.3,2.3,17.3,16,
Washita,"349,241","344,718","343,080",354581,62,-1.3,-0.5,3.4,55,
Woods,"606,490","552,855","534,734",634651,47,-8.8,-3.3,18.7,12,
Woodward,"1,136,953","1,153,774","1,168,703",1214458,31,1.5,1.3,3.9,51,
,,,,,,,,,,
Oregon,"237,424,218","250,325,781","256,062,724",261951538,--,5.4,2.3,2.3,--,
Baker,"557,152","552,332","592,887",607108,29,-0.9,7.3,2.4,23,
Benton,"4,515,038","4,715,092","4,891,818",5061341,9,4.4,3.7,3.5,21,
Clackamas,"21,061,270","22,360,819","23,215,355",23399634,3,6.2,3.8,0.8,30,
Clatsop,"1,912,851","1,993,512","1,962,602",2022457,18,4.2,-1.6,3.0,22,
Columbia,"1,370,710","1,465,734","1,480,414",1558066,20,6.9,1.0,5.2,11,
Coos,"2,291,499","2,398,251","2,438,942",2535614,15,4.7,1.7,4.0,17,
Crook,"899,256","1,010,744","1,187,784",1293008,23,12.4,17.5,8.9,8,
Curry,"666,782","700,218","710,841",746455,28,5.0,1.5,5.0,12,
Deschutes,"10,418,735","11,514,740","11,957,286",12442840,6,10.5,3.8,4.1,16,
Douglas,"3,735,869","3,918,275","3,908,209",4052167,10,4.9,-0.3,3.7,18,
Gilliam,"323,736","295,548","293,881",341056,34,-8.7,-0.6,16.1,1,
Grant,"258,372","268,177","289,060",290653,35,3.8,7.8,0.6,33,
Harney,"276,842","305,785","320,290",351439,33,10.5,4.7,9.7,5,
Hood River,"1,175,828","1,305,973","1,261,249",1428075,22,11.1,-3.4,13.2,4,
Jackson,"9,367,440","10,015,358","9,957,252",10314605,7,6.9,-0.6,3.6,20,
Jefferson,"747,658","762,561","793,472",850761,27,2.0,4.1,7.2,9,
Josephine,"2,911,287","3,062,153","2,950,786",3094718,13,5.2,-3.6,4.9,13,
Klamath,"2,367,513","2,482,458","2,493,611",2609750,14,4.9,0.4,4.7,14,
Lake,"307,051","311,915","316,371",365647,32,1.6,1.4,15.6,2,
Lane,"16,256,109","17,393,440","17,722,102",18136369,5,7.0,1.9,2.3,24,
Lincoln,"1,918,415","1,993,652","2,044,164",2118359,17,3.9,2.5,3.6,19,
Linn,"4,822,572","4,907,036","5,043,047",5130128,8,1.8,2.8,1.7,27,
Malheur,"1,259,549","1,179,014","1,225,980",1155682,25,-6.4,4.0,-5.7,35,
Marion,"16,572,043","17,616,488","17,964,887",18291247,4,6.3,2.0,1.8,26,
Morrow,"1,385,808","1,333,145","1,423,243",1552151,21,-3.8,6.8,9.1,7,
Multnomah,"66,845,428","70,027,123","71,824,448",73250246,1,4.8,2.6,2.0,25,
Polk,"2,001,010","2,152,952","2,149,036",2343741,16,7.6,-0.2,9.1,6,
Sherman,"553,820","525,771","604,819",547454,30,-5.1,15.0,-9.5,36,
Tillamook,"1,248,080","1,201,602","1,173,708",1183745,24,-3.7,-2.3,0.9,29,
Umatilla,"3,365,042","3,427,510","3,575,180",3553307,12,1.9,4.3,-0.6,34,
Union,"967,640","1,009,226","1,038,470",1046407,26,4.3,2.9,0.8,31,
Wallowa,"316,972","339,155","362,645",384205,31,7.0,6.9,5.9,10,
Wasco,"1,552,807","1,634,324","1,761,798",1835697,19,5.2,7.8,4.2,15,
Washington,"49,525,051","52,259,763","53,218,493",54083003,2,5.5,1.8,1.6,28,
Wheeler,"33,688","32,736","37,728",43506,36,-2.8,15.3,15.3,3,
Yamhill,"3,654,845","3,878,773","3,897,874",3921543,11,6.1,0.5,0.6,32,
,,,,,,,,,,
Pennsylvania,"736,381,296","765,508,777","779,360,594",799228807,--,4.0,1.8,2.5,--,
Adams,"3,655,582","3,764,950","3,760,563",3731401,32,3.0,-0.1,-0.8,62,
Allegheny,"97,688,807","101,416,207","103,317,684",105613456,2,3.8,1.9,2.2,36,
Armstrong,"2,060,807","1,999,592","1,952,672",1992028,45,-3.0,-2.3,2.0,37,
Beaver,"6,883,497","6,865,117","6,404,604",6434345,22,-0.3,-6.7,0.5,58,
Bedford,"1,386,871","1,475,519","1,481,543",1456546,54,6.4,0.4,-1.7,64,
Berks,"19,544,448","20,136,091","20,438,050",20939523,11,3.0,1.5,2.5,30,
